word,pinyin,start,file
日进斗金,"['ri', 'jin', 'dou', 'jin']",0:08:23.320000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-45.srt
津津有味,"['jin', 'jin', 'you', 'wei']",0:08:19.466000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部29.srt
危在旦夕,"['wei', 'zai', 'dan', 'xi']",0:25:04.160000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部09.srt
洗耳恭听,"['xi', 'er', 'gong', 'ting']",0:37:43.240000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-47.srt
挺身而出,"['ting', 'shen', 'er', 'chu']",0:27:22.100000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部31.srt
出生入死,"['chu', 'sheng', 'ru', 'si']",0:19:21.360000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部08.srt
死有余辜,"['si', 'you', 'yu', 'gu']",0:23:26.700000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部32.srt
孤注一掷,"['gu', 'zhu', 'yi', 'zhi']",0:25:27.766000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部38.srt
置之死地,"['zhi', 'zhi', 'si', 'di']",0:32:50.040000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部02.srt
滴水不漏,"['di', 'shui', 'bu', 'lou']",0:26:41.160000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部13.srt
漏洞百出,"['lou', 'dong', 'bai', 'chu']",0:17:17.566000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部34.srt
出尔反尔,"['chu', 'er', 'fan', 'er']",0:16:30.360000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部07.srt
耳目众多,"['er', 'mu', 'zhong', 'duo']",0:40:03.160000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.03.1080P.PPTV原画.x264.srt
多此一举,"['duo', 'ci', 'yi', 'ju']",0:05:17.233000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部27.srt
举足轻重,"['ju', 'zu', 'qing', 'zhong']",0:05:23.720000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.11.1080P.PPTV原画.x264.srt
重于泰山,"['zhong', 'yu', 'tai', 'shan']",0:11:41.760000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-39.srt
善罢干休,"['shan', 'ba', 'gan', 'xiu']",0:32:24.360000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部13.srt
袖手旁观,"['xiu', 'shou', 'pang', 'guan']",0:42:25.770000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.03.1080P.PPTV原画.x264.srt
关门打狗,"['guan', 'men', 'da', 'gou']",0:30:47.040000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部13.srt
狗眼看人,"['gou', 'yan', 'kan', 'ren']",0:24:23.720000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部01.srt
人面兽心,"['ren', 'mian', 'shou', 'xin']",0:29:08.720000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部05.srt
心慈手软,"['xin', 'ci', 'shou', 'ruan']",0:22:51.160000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部20.srt
软硬兼施,"['ruan', 'ying', 'jian', 'shi']",0:18:26.800000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部34.srt
食言而肥,"['shi', 'yan', 'er', 'fei']",0:22:03.360000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部20.srt
匪夷所思,"['fei', 'yi', 'suo', 'si']",0:32:40.033000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部27.srt
驷马难追,"['si', 'ma', 'nan', 'zhui']",0:13:43.280000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部07.srt
追根溯源,"['zhui', 'gen', 'su', 'yuan']",0:30:08.880000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-16.srt
冤沉海底,"['yuan', 'chen', 'hai', 'di']",0:19:04.600000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部06.srt
地主之谊,"['di', 'zhu', 'zhi', 'yi']",0:09:13.800000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部34.srt
一网打尽,"['yi', 'wang', 'da', 'jin']",0:10:21.033000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部28.srt
锦衣玉食,"['jin', 'yi', 'yu', 'shi']",0:28:06.840000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.21.1080P.PPTV原画.x264.srt
时不我与,"['shi', 'bu', 'wo', 'yu']",0:29:15.240000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部19.srt
鱼肉百姓,"['yu', 'rou', 'bai', 'xing']",0:05:37.233000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部31.srt
行色匆匆,"['xing', 'se', 'cong', 'cong']",0:28:32.900000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部30.srt
从长计议,"['cong', 'chang', 'ji', 'yi']",0:32:27.480000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部09.srt
颐指气使,"['yi', 'zhi', 'qi', 'shi']",0:16:11.720000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部24.srt
十里长亭,"['shi', 'li', 'chang', 'ting']",0:37:43.966000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部29.srt
铤而走险,"['ting', 'er', 'zou', 'xian']",0:07:13.800000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-20.srt
闲云野鹤,"['xian', 'yun', 'ye', 'he']",0:23:03.970000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.04.1080P.PPTV原画.x264.srt
何足挂齿,"['he', 'zu', 'gua', 'chi']",0:33:13.600000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部30.srt
赤身露体,"['chi', 'shen', 'lu', 'ti']",0:02:57.880000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-38.srt
提心吊胆,"['ti', 'xin', 'diao', 'dan']",0:39:09.800000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部26.srt
胆大妄为,"['dan', 'da', 'wang', 'wei']",0:25:31.580000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.15.1080P.PPTV原画.x264.srt
委曲求全,"['wei', 'qu', 'qiu', 'quan']",0:13:20.040000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部10.srt
全军覆没,"['quan', 'jun', 'fu', 'mo']",0:10:32.520000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部08.srt
莫测高深,"['mo', 'ce', 'gao', 'shen']",0:04:46.600000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部24.srt
深居简出,"['shen', 'ju', 'jian', 'chu']",0:05:22.100000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部27.srt
出言不逊,"['chu', 'yan', 'bu', 'xun']",0:13:49.360000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部10.srt
训练有素,"['xun', 'lian', 'you', 'su']",0:11:03.440000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-06.srt
素不相识,"['su', 'bu', 'xiang', 'shi']",0:03:46.630000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.16.1080P.PPTV原画.x264.srt
适逢其会,"['shi', 'feng', 'qi', 'hui']",0:30:53.200000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部34.srt
悔之晚矣,"['hui', 'zhi', 'wan', 'yi']",0:20:50.633000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部31.srt
一意孤行,"['yi', 'yi', 'gu', 'xing']",0:24:01.760000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部24.srt
兴风作浪,"['xing', 'feng', 'zuo', 'lang']",0:08:29.366000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部33.srt
狼狈为奸,"['lang', 'bei', 'wei', 'jian']",0:23:57.400000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部32.srt
缄口不言,"['jian', 'kou', 'bu', 'yan']",0:17:38.960000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部13.srt
严丝合缝,"['yan', 'si', 'he', 'feng']",0:14:06.880000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.20.1080P.PPTV原画.x264.srt
风平浪静,"['feng', 'ping', 'lang', 'jing']",0:39:35.480000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部22.srt
精疲力竭,"['jing', 'pi', 'li', 'jie']",0:05:30.520000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.02.1080P.PPTV原画.x264.srt
竭泽而渔,"['jie', 'ze', 'er', 'yu']",0:29:36.040000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部04.srt
于事无补,"['yu', 'shi', 'wu', 'bu']",0:39:37.480000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部05.srt
不可思议,"['bu', 'ke', 'si', 'yi']",0:05:19.400000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部27.srt
衣冠禽兽,"['yi', 'guan', 'qin', 'shou']",0:16:15.880000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部06.srt
手下留情,"['shou', 'xia', 'liu', 'qing']",0:18:23.520000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部07.srt
情有可原,"['qing', 'you', 'ke', 'yuan']",0:27:06.760000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部22.srt
原原本本,"['yuan', 'yuan', 'ben', 'ben']",0:28:43.400000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部12.srt
本乡本土,"['ben', 'xiang', 'ben', 'tu']",0:23:23.466000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部31.srt
土崩瓦解,"['tu', 'beng', 'wa', 'jie']",0:40:50.866000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部26.srt
截然不同,"['jie', 'ran', 'bu', 'tong']",0:14:04.366000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部32.srt
痛改前非,"['tong', 'gai', 'qian', 'fei']",0:05:56.366000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部27.srt
非同小可,"['fei', 'tong', 'xiao', 'ke']",0:32:17.600000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部09.srt
可想而知,"['ke', 'xiang', 'er', 'zhi']",0:11:30.330000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.19.1080P.PPTV原画.x264.srt
掷地有声,"['zhi', 'di', 'you', 'sheng']",0:34:11.160000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部09.srt
生死之交,"['sheng', 'si', 'zhi', 'jiao']",0:11:52.420000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.21.1080P.PPTV原画.x264.srt
矫枉过正,"['jiao', 'wang', 'guo', 'zheng']",0:23:11.080000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-13.srt
争强好胜,"['zheng', 'qiang', 'hao', 'sheng']",0:19:05.450000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.02.1080P.PPTV原画.x264.srt
生死攸关,"['sheng', 'si', 'you', 'guan']",0:25:34.080000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-15.srt
官样文章,"['guan', 'yang', 'wen', 'zhang']",0:34:33.266000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部31.srt
仗势欺人,"['zhang', 'shi', 'qi', 'ren']",0:23:34.966000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部30.srt
人去楼空,"['ren', 'qu', 'lou', 'kong']",0:11:38.560000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部14.srt
空口无凭,"['kong', 'kou', 'wu', 'ping']",0:13:18.680000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部09.srt
萍水相逢,"['ping', 'shui', 'xiang', 'feng']",0:28:57.566000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部30.srt
蜂拥而至,"['feng', 'yong', 'er', 'zhi']",0:24:31.040000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部09.srt
至高无上,"['zhi', 'gao', 'wu', 'shang']",0:35:27.840000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部09.srt
赏善罚恶,"['shang', 'shan', 'fa', 'e']",0:30:28.810000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.14.1080P.PPTV原画.x264.srt
恶贯满盈,"['e', 'guan', 'man', 'ying']",0:07:21.800000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部31.srt
迎刃而解,"['ying', 'ren', 'er', 'jie']",0:26:31.700000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部26.srt
接踵而来,"['jie', 'zhong', 'er', 'lai']",0:10:30.566000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部29.srt
来之不易,"['lai', 'zhi', 'bu', 'yi']",0:39:42,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部13.srt
一丝一毫,"['yi', 'si', 'yi', 'hao']",0:34:47.880000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.05.1080P.PPTV原画.x264.srt
好生之德,"['hao', 'sheng', 'zhi', 'de']",0:40:19.850000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.14.1080P.PPTV原画.x264.srt
得不偿失,"['de', 'bu', 'chang', 'shi']",0:12:44.360000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.13.1080P.PPTV原画.x264.srt
始末原由,"['shi', 'mo', 'yuan', 'you']",0:32:48.860000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.10.1080P.PPTV原画.x264.srt
优柔寡断,"['you', 'rou', 'gua', 'duan']",0:36:22.060000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.14.1080P.PPTV原画.x264.srt
短兵相接,"['duan', 'bing', 'xiang', 'jie']",0:09:02.440000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-24.srt
戒备森严,"['jie', 'bei', 'sen', 'yan']",0:06:36.540000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.22.1080P.PPTV原画.x264.srt
烟消云散,"['yan', 'xiao', 'yun', 'san']",0:06:27.580000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.29.1080P.PPTV原画.x264.srt
三言两语,"['san', 'yan', 'liang', 'yu']",0:03:44.633000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部40.srt
玉石俱焚,"['yu', 'shi', 'ju', 'fen']",0:16:01.860000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.27.1080P.PPTV原画.x264.srt
分内之事,"['fen', 'nei', 'zhi', 'shi']",0:08:06.100000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部26.srt
世态炎凉,"['shi', 'tai', 'yan', 'liang']",0:41:51.760000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.28.1080P.PPTV原画.x264.srt
两世为人,"['liang', 'shi', 'wei', 'ren']",0:39:29.680000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-15.srt
人之常情,"['ren', 'zhi', 'chang', 'qing']",0:15:33.300000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.23.1080P.PPTV原画.x264.srt
情非得已,"['qing', 'fei', 'de', 'yi']",0:15:46.700000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部39.srt
一家之言,"['yi', 'jia', 'zhi', 'yan']",0:26:34,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部13.srt
言谈举止,"['yan', 'tan', 'ju', 'zhi']",0:02:48.880000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-48.srt
支支吾吾,"['zhi', 'zhi', 'wu', 'wu']",0:22:31.440000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部10.srt
无稽之谈,"['wu', 'ji', 'zhi', 'tan']",0:12:11.770000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.27.1080P.PPTV原画.x264.srt
痰迷心窍,"['tan', 'mi', 'xin', 'qiao']",0:33:33.720000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.26.1080P.PPTV原画.x264.srt
巧言令色,"['qiao', 'yan', 'ling', 'se']",0:08:38.600000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部07.srt
色厉内荏,"['se', 'li', 'nei', 'ren']",0:38:37.266000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部30.srt
任重道远,"['ren', 'zhong', 'dao', 'yuan']",0:26:10.760000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.08.1080P.PPTV原画.x264.srt
远走高飞,"['yuan', 'zou', 'gao', 'fei']",0:13:24.400000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-28.srt
肺腑之言,"['fei', 'fu', 'zhi', 'yan']",0:26:45.170000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.08.1080P.PPTV原画.x264.srt
言而有信,"['yan', 'er', 'you', 'xin']",0:29:25.080000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-03.srt
信以为真,"['xin', 'yi', 'wei', 'zhen']",0:27:31.320000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部19.srt
真相大白,"['zhen', 'xiang', 'da', 'bai']",0:13:39.433000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部40.srt
百年之后,"['bai', 'nian', 'zhi', 'hou']",0:42:18.290000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.02.1080P.PPTV原画.x264.srt
后会有期,"['hou', 'hui', 'you', 'qi']",0:25:32.400000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.14.1080P.PPTV原画.x264.srt
欺善怕恶,"['qi', 'shan', 'pa', 'e']",0:38:37.266000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部30.srt
恶语相加,"['e', 'yu', 'xiang', 'jia']",0:15:25.433000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部29.srt
家破人亡,"['jia', 'po', 'ren', 'wang']",0:28:27.700000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部40.srt
忘恩负义,"['wang', 'en', 'fu', 'yi']",0:29:08.880000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部24.srt
一鼓作气,"['yi', 'gu', 'zuo', 'qi']",0:33:36.200000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部31.srt
欺世盗名,"['qi', 'shi', 'dao', 'ming']",0:35:12.230000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.29.1080P.PPTV原画.x264.srt
明正典刑,"['ming', 'zheng', 'dian', 'xing']",0:29:28.560000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部03.srt
姓甚名谁,"['xing', 'shen', 'ming', 'shui']",0:07:06.880000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.15.1080P.PPTV原画.x264.srt
水落石出,"['shui', 'luo', 'shi', 'chu']",0:40:04.760000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.05.1080P.PPTV原画.x264.srt
触目惊心,"['chu', 'mu', 'jing', 'xin']",0:10:42.166000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部39.srt
心无挂碍,"['xin', 'wu', 'gua', 'ai']",0:17:03.160000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部18.srt
爱民如子,"['ai', 'min', 'ru', 'zi']",0:37:49.680000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-01.srt
自愧不如,"['zi', 'kui', 'bu', 'ru']",0:43:49.270000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.07.1080P.PPTV原画.x264.srt
如狼似虎,"['ru', 'lang', 'si', 'hu']",0:11:41.833000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部32.srt
胡说八道,"['hu', 'shuo', 'ba', 'dao']",0:28:35.310000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.10.1080P.PPTV原画.x264.srt
倒行逆施,"['dao', 'xing', 'ni', 'shi']",0:43:55.800000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部30.srt
矢口否认,"['shi', 'kou', 'fou', 'ren']",0:35:26.210000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.02.1080P.PPTV原画.x264.srt
忍无可忍,"['ren', 'wu', 'ke', 'ren']",0:06:43.120000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.18.1080P.PPTV原画.x264.srt
人仰马翻,"['ren', 'yang', 'ma', 'fan']",0:33:38.520000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-14.srt
翻来覆去,"['fan', 'lai', 'fu', 'qu']",0:05:46.960000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部15.srt
取而代之,"['qu', 'er', 'dai', 'zhi']",0:32:01,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部28.srt
指日可待,"['zhi', 'ri', 'ke', 'dai']",0:10:52.920000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部01.srt
呆头呆脑,"['dai', 'tou', 'dai', 'nao']",0:08:35.960000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-30.srt
恼羞成怒,"['nao', 'xiu', 'cheng', 'nu']",0:16:14.840000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-46.srt
怒气冲冲,"['nu', 'qi', 'chong', 'chong']",0:26:53.430000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.14.1080P.PPTV原画.x264.srt
充耳不闻,"['chong', 'er', 'bu', 'wen']",0:35:46.440000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-11.srt
闻风而起,"['wen', 'feng', 'er', 'qi']",0:08:51.340000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.13.1080P.PPTV原画.x264.srt
七折八扣,"['qi', 'zhe', 'ba', 'kou']",0:23:36,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-19.srt
口出狂言,"['kou', 'chu', 'kuang', 'yan']",0:35:49.640000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部03.srt
言而无信,"['yan', 'er', 'wu', 'xin']",0:28:01.480000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-06.srt
心悦诚服,"['xin', 'yue', 'cheng', 'fu']",0:30:39.366000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部29.srt
富贵荣华,"['fu', 'gui', 'rong', 'hua']",0:39:18.233000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部39.srt
化险为夷,"['hua', 'xian', 'wei', 'yi']",0:13:35.960000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部06.srt
一清二楚,"['yi', 'qing', 'er', 'chu']",0:29:00.600000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部40.srt
出言无状,"['chu', 'yan', 'wu', 'zhuang']",0:37:44.330000,/home/indigo6a/Documents/projects/orc/srt/第一部/[神探狄仁杰1无台标版].Shen.Tan.Di.Ren.Jie.Complete.25.1080P.PPTV原画.x264.srt
装疯卖傻,"['zhuang', 'feng', 'mai', 'sha']",0:03:51.440000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部13.srt
杀人灭口,"['sha', 'ren', 'mie', 'kou']",0:19:31.833000,/home/indigo6a/Documents/projects/orc/srt/第二部/神探狄仁杰第二部26.srt
口口声声,"['kou', 'kou', 'sheng', 'sheng']",0:04:59.960000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-22.srt
生死未卜,"['sheng', 'si', 'wei', 'bu']",0:41:42.400000,/home/indigo6a/Documents/projects/orc/srt/第三部/神探狄仁杰3-20.srt
